antecedent,consequent,support,confidence,lift
"['18', '19']","['1', '34']",0.16,0.4,1.14
"['1', '34', '18']",['19'],0.16,0.59,1.1
"['1', '34', '19']",['18'],0.16,0.79,1.12
"['1', '18', '19']",['34'],0.16,0.72,1.12
"['34', '18', '19']",['1'],0.16,0.59,1.13
"['6', '1']","['18', '30']",0.13,0.46,1.15
"['6', '18']","['1', '30']",0.13,0.34,1.09
"['6', '30']","['1', '18']",0.13,0.42,1.09
"['1', '18']","['6', '30']",0.13,0.33,1.09
"['1', '30']","['6', '18']",0.13,0.42,1.09
"['18', '30']","['6', '1']",0.13,0.33,1.15
"['6', '18', '1']",['30'],0.13,0.6,1.06
"['6', '30', '1']",['18'],0.13,0.74,1.05
"['6', '18', '30']",['1'],0.13,0.58,1.12
"['1', '18', '30']",['6'],0.13,0.58,1.09
['1'],"['18', '14', '30']",0.18,0.35,1.12
['30'],"['1', '18', '14']",0.18,0.32,1.1
"['1', '18']","['14', '30']",0.18,0.47,1.11
"['1', '14']","['18', '30']",0.18,0.47,1.19
"['1', '30']","['18', '14']",0.18,0.58,1.11
"['18', '14']","['1', '30']",0.18,0.34,1.11
"['18', '30']","['1', '14']",0.18,0.46,1.19
"['14', '30']","['1', '18']",0.18,0.43,1.11
"['1', '18', '14']",['30'],0.18,0.62,1.1
"['1', '18', '30']",['14'],0.18,0.8,1.12
"['1', '14', '30']",['18'],0.18,0.76,1.07
"['18', '14', '30']",['1'],0.18,0.58,1.12
"['1', '18']","['30', '19']",0.13,0.35,1.09
"['1', '30']","['18', '19']",0.13,0.43,1.08
"['1', '19']","['18', '30']",0.13,0.46,1.17
"['18', '30']","['1', '19']",0.13,0.34,1.17
"['18', '19']","['1', '30']",0.13,0.33,1.08
"['30', '19']","['1', '18']",0.13,0.42,1.09
"['1', '18', '30']",['19'],0.13,0.59,1.1
"['1', '18', '19']",['30'],0.13,0.6,1.07
"['1', '30', '19']",['18'],0.13,0.76,1.07
"['18', '30', '19']",['1'],0.13,0.56,1.09
['6'],"['1', '18', '14']",0.17,0.31,1.07
['1'],"['6', '18', '14']",0.17,0.32,1.1
"['6', '1']","['18', '14']",0.17,0.58,1.1
"['6', '18']","['1', '14']",0.17,0.43,1.13
"['6', '14']","['1', '18']",0.17,0.43,1.1
"['1', '18']","['6', '14']",0.17,0.43,1.1
"['1', '14']","['6', '18']",0.17,0.43,1.13
"['18', '14']","['6', '1']",0.17,0.31,1.1
"['6', '18', '1']",['14'],0.17,0.76,1.06
"['6', '14', '1']",['18'],0.17,0.77,1.1
"['6', '18', '14']",['1'],0.17,0.57,1.1
"['1', '18', '14']",['6'],0.17,0.57,1.07
"['6', '1']","['18', '19']",0.13,0.46,1.14
"['6', '18']","['1', '19']",0.13,0.34,1.18
"['6', '19']","['1', '18']",0.13,0.44,1.12
"['1', '18']","['6', '19']",0.13,0.34,1.12
"['1', '19']","['6', '18']",0.13,0.45,1.18
"['18', '19']","['6', '1']",0.13,0.32,1.14
"['6', '18', '1']",['19'],0.13,0.6,1.11
"['19', '6', '1']",['18'],0.13,0.78,1.1
"['6', '18', '19']",['1'],0.13,0.58,1.13
"['1', '18', '19']",['6'],0.13,0.58,1.1
['1'],"['18', '14', '19']",0.17,0.33,1.09
['19'],"['1', '18', '14']",0.17,0.32,1.09
"['1', '18']","['14', '19']",0.17,0.45,1.12
"['1', '14']","['18', '19']",0.17,0.45,1.13
"['1', '19']","['18', '14']",0.17,0.6,1.14
"['18', '14']","['1', '19']",0.17,0.33,1.14
"['18', '19']","['1', '14']",0.17,0.43,1.13
"['14', '19']","['1', '18']",0.17,0.43,1.12
"['1', '18', '14']",['19'],0.17,0.59,1.09
"['1', '18', '19']",['14'],0.17,0.78,1.08
"['1', '14', '19']",['18'],0.17,0.79,1.11
"['18', '14', '19']",['1'],0.17,0.57,1.09
"['6', '1']","['34', '30']",0.12,0.44,1.19
"['6', '34']","['1', '30']",0.12,0.35,1.14
"['6', '30']","['1', '34']",0.12,0.41,1.15
"['1', '34']","['6', '30']",0.12,0.35,1.15
"['1', '30']","['6', '34']",0.12,0.4,1.14
"['34', '30']","['6', '1']",0.12,0.34,1.19
"['6', '34', '1']",['30'],0.12,0.62,1.1
"['6', '30', '1']",['34'],0.12,0.71,1.11
"['6', '34', '30']",['1'],0.12,0.6,1.15
"['1', '34', '30']",['6'],0.12,0.58,1.1
['1'],"['34', '14', '30']",0.17,0.32,1.14
"['1', '34']","['14', '30']",0.17,0.48,1.13
"['1', '14']","['34', '30']",0.17,0.44,1.19
"['1', '30']","['34', '14']",0.17,0.54,1.14
"['34', '14']","['1', '30']",0.17,0.35,1.14
"['34', '30']","['1', '14']",0.17,0.46,1.19
"['14', '30']","['1', '34']",0.17,0.4,1.13
"['1', '34', '14']",['30'],0.17,0.63,1.12
"['1', '34', '30']",['14'],0.17,0.79,1.1
"['1', '14', '30']",['34'],0.17,0.7,1.1
"['34', '14', '30']",['1'],0.17,0.59,1.14
"['1', '34']","['30', '19']",0.13,0.36,1.15
"['1', '30']","['34', '19']",0.13,0.41,1.15
"['1', '19']","['34', '30']",0.13,0.44,1.21
"['34', '30']","['1', '19']",0.13,0.35,1.21
"['34', '19']","['1', '30']",0.13,0.36,1.15
"['30', '19']","['1', '34']",0.13,0.41,1.15
"['1', '34', '30']",['19'],0.13,0.6,1.11
"['1', '34', '19']",['30'],0.13,0.63,1.12
"['1', '30', '19']",['34'],0.13,0.72,1.13
"['34', '30', '19']",['1'],0.13,0.6,1.15
"['6', '1']","['34', '14']",0.16,0.55,1.15
"['6', '34']","['1', '14']",0.16,0.44,1.16
"['6', '14']","['1', '34']",0.16,0.4,1.14
"['1', '34']","['6', '14']",0.16,0.44,1.14
"['1', '14']","['6', '34']",0.16,0.41,1.16
"['34', '14']","['6', '1']",0.16,0.33,1.15
"['6', '34', '1']",['14'],0.16,0.77,1.08
"['6', '14', '1']",['34'],0.16,0.73,1.13
"['6', '34', '14']",['1'],0.16,0.59,1.13
"['1', '34', '14']",['6'],0.16,0.59,1.11
"['6', '1']","['34', '19']",0.12,0.42,1.18
"['6', '34']","['1', '19']",0.12,0.34,1.19
"['6', '19']","['1', '34']",0.12,0.4,1.15
"['1', '34']","['6', '19']",0.12,0.34,1.15
"['1', '19']","['6', '34']",0.12,0.42,1.19
"['34', '19']","['6', '1']",0.12,0.34,1.18
"['6', '34', '1']",['19'],0.12,0.6,1.11
"['19', '6', '1']",['34'],0.12,0.72,1.13
"['6', '34', '19']",['1'],0.12,0.59,1.14
"['1', '34', '19']",['6'],0.12,0.59,1.13
['1'],"['34', '14', '19']",0.16,0.31,1.12
"['1', '34']","['14', '19']",0.16,0.45,1.13
"['1', '14']","['34', '19']",0.16,0.42,1.16
"['1', '19']","['34', '14']",0.16,0.55,1.17
"['34', '14']","['1', '19']",0.16,0.34,1.17
"['34', '19']","['1', '14']",0.16,0.44,1.16
"['14', '19']","['1', '34']",0.16,0.4,1.13
"['1', '34', '14']",['19'],0.16,0.6,1.11
"['1', '34', '19']",['14'],0.16,0.78,1.1
"['1', '14', '19']",['34'],0.16,0.73,1.13
"['34', '14', '19']",['1'],0.16,0.58,1.12
"['6', '1']","['14', '30']",0.14,0.48,1.14
"['6', '14']","['1', '30']",0.14,0.35,1.14
"['6', '30']","['1', '14']",0.14,0.45,1.17
"['1', '14']","['6', '30']",0.14,0.36,1.17
"['1', '30']","['6', '14']",0.14,0.44,1.14
"['14', '30']","['6', '1']",0.14,0.32,1.14
"['6', '14', '1']",['30'],0.14,0.64,1.13
"['6', '30', '1']",['14'],0.14,0.78,1.09
"['6', '14', '30']",['1'],0.14,0.58,1.12
"['1', '14', '30']",['6'],0.14,0.57,1.09
"['6', '1']","['30', '19']",0.1,0.36,1.15
"['6', '30']","['1', '19']",0.1,0.34,1.17
"['6', '19']","['1', '30']",0.1,0.35,1.12
"['1', '30']","['6', '19']",0.1,0.33,1.12
"['1', '19']","['6', '30']",0.1,0.36,1.17
"['30', '19']","['6', '1']",0.1,0.33,1.15
"['6', '30', '1']",['19'],0.1,0.59,1.1
"['19', '6', '1']",['30'],0.1,0.62,1.1
"['6', '30', '19']",['1'],0.1,0.58,1.11
"['1', '30', '19']",['6'],0.1,0.58,1.11
"['1', '14']","['30', '19']",0.14,0.36,1.15
"['1', '30']","['14', '19']",0.14,0.45,1.12
"['1', '19']","['14', '30']",0.14,0.48,1.14
"['14', '30']","['1', '19']",0.14,0.33,1.14
"['14', '19']","['1', '30']",0.14,0.35,1.12
"['30', '19']","['1', '14']",0.14,0.44,1.15
"['1', '14', '30']",['19'],0.14,0.58,1.08
"['1', '14', '19']",['30'],0.14,0.63,1.12
"['1', '30', '19']",['14'],0.14,0.78,1.1
"['14', '30', '19']",['1'],0.14,0.58,1.11
"['6', '1']","['14', '19']",0.13,0.45,1.13
"['6', '14']","['1', '19']",0.13,0.33,1.15
"['6', '19']","['1', '14']",0.13,0.43,1.12
"['1', '14']","['6', '19']",0.13,0.34,1.12
"['1', '19']","['6', '14']",0.13,0.44,1.15
"['14', '19']","['6', '1']",0.13,0.32,1.13
"['6', '14', '1']",['19'],0.13,0.6,1.11
"['19', '6', '1']",['14'],0.13,0.77,1.07
"['6', '14', '19']",['1'],0.13,0.58,1.12
"['1', '14', '19']",['6'],0.13,0.58,1.1
"['1', '18']","['34', '14', '30']",0.13,0.34,1.2
"['1', '34']","['18', '14', '30']",0.13,0.37,1.21
"['1', '30']","['34', '18', '14']",0.13,0.42,1.18
"['1', '14']","['34', '18', '30']",0.13,0.34,1.28
"['18', '30']","['1', '34', '14']",0.13,0.33,1.25
"['34', '30']","['1', '18', '14']",0.13,0.36,1.22
"['14', '30']","['1', '34', '18']",0.13,0.31,1.15
"['1', '34', '18']","['14', '30']",0.13,0.49,1.15
"['1', '18', '30']","['34', '14']",0.13,0.58,1.23
"['1', '18', '14']","['34', '30']",0.13,0.45,1.22
"['1', '34', '30']","['18', '14']",0.13,0.62,1.17
"['1', '34', '14']","['18', '30']",0.13,0.49,1.25
"['1', '14', '30']","['34', '18']",0.13,0.55,1.18
"['34', '18', '30']","['1', '14']",0.13,0.49,1.28
"['34', '18', '14']","['1', '30']",0.13,0.36,1.18
"['18', '14', '30']","['1', '34']",0.13,0.42,1.21
"['34', '14', '30']","['1', '18']",0.13,0.47,1.2
"['1', '34', '18', '30']",['14'],0.13,0.81,1.13
"['1', '34', '18', '14']",['30'],0.13,0.62,1.11
"['1', '18', '14', '30']",['34'],0.13,0.73,1.13
"['1', '34', '14', '30']",['18'],0.13,0.78,1.11
"['34', '18', '14', '30']",['1'],0.13,0.61,1.17
"['1', '18']","['6', '34', '14']",0.12,0.31,1.18
"['1', '34']","['6', '18', '14']",0.12,0.34,1.19
"['6', '1']","['34', '18', '14']",0.12,0.43,1.18
"['1', '14']","['6', '34', '18']",0.12,0.32,1.21
"['6', '18']","['1', '34', '14']",0.12,0.32,1.19
"['6', '34']","['1', '18', '14']",0.12,0.34,1.17
"['6', '14']","['1', '34', '18']",0.12,0.31,1.15
"['1', '34', '18']","['6', '14']",0.12,0.45,1.15
"['6', '1', '18']","['34', '14']",0.12,0.56,1.17
"['1', '18', '14']","['6', '34']",0.12,0.41,1.17
"['6', '1', '34']","['18', '14']",0.12,0.6,1.14
"['1', '34', '14']","['6', '18']",0.12,0.46,1.19
"['6', '1', '14']","['34', '18']",0.12,0.57,1.21
"['6', '34', '18']","['1', '14']",0.12,0.46,1.21
"['34', '18', '14']","['6', '1']",0.12,0.34,1.18
"['6', '18', '14']","['1', '34']",0.12,0.42,1.19
"['6', '34', '14']","['1', '18']",0.12,0.46,1.18
"['6', '1', '34', '18']",['14'],0.12,0.78,1.08
"['1', '34', '18', '14']",['6'],0.12,0.58,1.09
"['6', '1', '18', '14']",['34'],0.12,0.73,1.14
"['6', '1', '34', '14']",['18'],0.12,0.78,1.1
"['6', '34', '18', '14']",['1'],0.12,0.6,1.15
"['1', '18']","['34', '14', '19']",0.13,0.33,1.2
"['1', '34']","['18', '14', '19']",0.13,0.36,1.19
"['1', '14']","['34', '18', '19']",0.13,0.33,1.22
"['1', '19']","['34', '18', '14']",0.13,0.44,1.23
"['18', '19']","['1', '34', '14']",0.13,0.32,1.2
"['34', '19']","['1', '18', '14']",0.13,0.36,1.21
"['14', '19']","['1', '34', '18']",0.13,0.32,1.18
"['1', '34', '18']","['14', '19']",0.13,0.47,1.18
"['1', '18', '14']","['34', '19']",0.13,0.44,1.21
"['1', '18', '19']","['34', '14']",0.13,0.57,1.21
"['1', '34', '14']","['18', '19']",0.13,0.48,1.2
"['1', '34', '19']","['18', '14']",0.13,0.63,1.19
"['1', '14', '19']","['34', '18']",0.13,0.58,1.25
"['34', '18', '14']","['1', '19']",0.13,0.35,1.23
"['34', '18', '19']","['1', '14']",0.13,0.47,1.22
"['18', '14', '19']","['1', '34']",0.13,0.42,1.19
"['34', '14', '19']","['1', '18']",0.13,0.46,1.2
"['1', '34', '18', '14']",['19'],0.13,0.61,1.12
"['1', '34', '18', '19']",['14'],0.13,0.8,1.11
"['1', '18', '14', '19']",['34'],0.13,0.74,1.15
"['1', '34', '14', '19']",['18'],0.13,0.8,1.14
"['34', '18', '14', '19']",['1'],0.13,0.59,1.14
"['1', '30']","['6', '18', '14']",0.1,0.33,1.15
"['6', '1']","['18', '14', '30']",0.1,0.36,1.17
"['6', '30']","['1', '18', '14']",0.1,0.34,1.15
"['1', '18', '30']","['6', '14']",0.1,0.46,1.18
"['6', '1', '18']","['14', '30']",0.1,0.47,1.13
"['1', '18', '14']","['6', '30']",0.1,0.35,1.15
"['6', '1', '30']","['18', '14']",0.1,0.59,1.12
"['1', '14', '30']","['6', '18']",0.1,0.43,1.13
"['6', '1', '14']","['18', '30']",0.1,0.48,1.21
"['6', '18', '30']","['1', '14']",0.1,0.47,1.22
"['18', '14', '30']","['6', '1']",0.1,0.33,1.17
"['6', '18', '14']","['1', '30']",0.1,0.36,1.15
"['6', '14', '30']","['1', '18']",0.1,0.44,1.14
"['6', '1', '18', '30']",['14'],0.1,0.8,1.11
"['1', '18', '14', '30']",['6'],0.1,0.57,1.08
"['6', '1', '18', '14']",['30'],0.1,0.62,1.11
"['6', '1', '14', '30']",['18'],0.1,0.75,1.07
"['6', '18', '14', '30']",['1'],0.1,0.59,1.14
"['1', '30']","['18', '14', '19']",0.11,0.35,1.14
"['1', '19']","['18', '14', '30']",0.11,0.38,1.21
"['30', '19']","['1', '18', '14']",0.11,0.34,1.17
"['1', '18', '30']","['14', '19']",0.11,0.48,1.2
"['1', '18', '14']","['30', '19']",0.11,0.37,1.17
"['1', '18', '19']","['14', '30']",0.11,0.49,1.15
"['1', '14', '30']","['18', '19']",0.11,0.45,1.13
"['1', '30', '19']","['18', '14']",0.11,0.61,1.16
"['1', '14', '19']","['18', '30']",0.11,0.49,1.24
"['18', '14', '30']","['1', '19']",0.11,0.35,1.21
"['18', '30', '19']","['1', '14']",0.11,0.46,1.19
"['18', '14', '19']","['1', '30']",0.11,0.35,1.14
"['14', '30', '19']","['1', '18']",0.11,0.45,1.16
"['1', '18', '14', '30']",['19'],0.11,0.6,1.11
"['1', '18', '30', '19']",['14'],0.11,0.81,1.13
"['1', '18', '14', '19']",['30'],0.11,0.63,1.11
"['1', '14', '30', '19']",['18'],0.11,0.78,1.1
"['18', '14', '30', '19']",['1'],0.11,0.58,1.12
"['6', '1']","['18', '14', '19']",0.1,0.36,1.16
"['1', '19']","['6', '18', '14']",0.1,0.35,1.21
"['6', '19']","['1', '18', '14']",0.1,0.34,1.16
"['6', '1', '18']","['14', '19']",0.1,0.46,1.16
"['1', '18', '14']","['6', '19']",0.1,0.35,1.16
"['1', '18', '19']","['6', '14']",0.1,0.45,1.17
"['6', '1', '14']","['18', '19']",0.1,0.47,1.18
"['6', '1', '19']","['18', '14']",0.1,0.61,1.15
"['1', '14', '19']","['6', '18']",0.1,0.46,1.2
"['6', '18', '14']","['1', '19']",0.1,0.35,1.21
"['6', '18', '19']","['1', '14']",0.1,0.46,1.19
"['18', '14', '19']","['6', '1']",0.1,0.33,1.16
"['6', '14', '19']","['1', '18']",0.1,0.46,1.18
"['6', '1', '18', '14']",['19'],0.1,0.61,1.13
"['6', '1', '18', '19']",['14'],0.1,0.78,1.09
"['1', '18', '14', '19']",['6'],0.1,0.58,1.11
"['6', '1', '14', '19']",['18'],0.1,0.79,1.12
"['6', '18', '14', '19']",['1'],0.1,0.59,1.14
"['1', '30']","['34', '14', '19']",0.1,0.33,1.22
"['1', '19']","['34', '14', '30']",0.1,0.36,1.28
"['30', '19']","['1', '34', '14']",0.1,0.33,1.24
"['1', '34', '30']","['14', '19']",0.1,0.49,1.22
"['1', '34', '14']","['30', '19']",0.1,0.39,1.24
"['1', '34', '19']","['14', '30']",0.1,0.51,1.21
"['1', '14', '30']","['34', '19']",0.1,0.43,1.21
"['1', '30', '19']","['34', '14']",0.1,0.59,1.24
"['1', '14', '19']","['34', '30']",0.1,0.47,1.28
"['34', '14', '30']","['1', '19']",0.1,0.37,1.28
"['34', '30', '19']","['1', '14']",0.1,0.48,1.27
"['34', '14', '19']","['1', '30']",0.1,0.38,1.22
"['14', '30', '19']","['1', '34']",0.1,0.43,1.23
"['1', '34', '14', '30']",['19'],0.1,0.62,1.15
"['1', '34', '30', '19']",['14'],0.1,0.81,1.13
"['1', '34', '14', '19']",['30'],0.1,0.65,1.16
"['1', '14', '30', '19']",['34'],0.1,0.75,1.17
"['34', '14', '30', '19']",['1'],0.1,0.62,1.19
['18'],['16'],0.37,0.52,1.02
['16'],['18'],0.37,0.72,1.02
['34'],['16'],0.33,0.52,1.01
['16'],['34'],0.33,0.65,1.01
['30'],['16'],0.29,0.51,1.0
['16'],['30'],0.29,0.57,1.0
['6'],['16'],0.28,0.53,1.03
['16'],['6'],0.28,0.54,1.03
['14'],['16'],0.38,0.53,1.03
['16'],['14'],0.38,0.74,1.03
['34'],"['18', '16']",0.25,0.38,1.04
['18'],"['34', '16']",0.25,0.35,1.05
['16'],"['34', '18']",0.25,0.48,1.03
"['34', '18']",['16'],0.25,0.53,1.03
"['34', '16']",['18'],0.25,0.74,1.05
"['18', '16']",['34'],0.25,0.67,1.04
['30'],"['18', '16']",0.21,0.36,0.99
['16'],"['18', '30']",0.21,0.4,1.01
"['18', '30']",['16'],0.21,0.52,1.01
"['30', '16']",['18'],0.21,0.71,1.01
"['18', '16']",['30'],0.21,0.56,0.99
['6'],"['18', '16']",0.2,0.39,1.05
['16'],"['6', '18']",0.2,0.4,1.04
"['6', '18']",['16'],0.2,0.53,1.04
"['6', '16']",['18'],0.2,0.73,1.04
"['18', '16']",['6'],0.2,0.55,1.05
['18'],"['14', '16']",0.28,0.4,1.05
['14'],"['18', '16']",0.28,0.39,1.06
['16'],"['18', '14']",0.28,0.55,1.04
"['18', '14']",['16'],0.28,0.53,1.04
"['18', '16']",['14'],0.28,0.76,1.06
"['14', '16']",['18'],0.28,0.74,1.05
['30'],"['34', '16']",0.19,0.34,1.02
['16'],"['34', '30']",0.19,0.37,1.02
"['34', '30']",['16'],0.19,0.52,1.02
"['30', '16']",['34'],0.19,0.66,1.03
"['34', '16']",['30'],0.19,0.58,1.02
['6'],"['34', '16']",0.18,0.35,1.05
['16'],"['6', '34']",0.18,0.36,1.01
"['6', '34']",['16'],0.18,0.52,1.01
"['6', '16']",['34'],0.18,0.66,1.03
"['34', '16']",['6'],0.18,0.55,1.05
['34'],"['14', '16']",0.26,0.4,1.05
['14'],"['34', '16']",0.26,0.36,1.08
['16'],"['34', '14']",0.26,0.5,1.05
"['34', '14']",['16'],0.26,0.54,1.05
"['34', '16']",['14'],0.26,0.77,1.08
"['14', '16']",['34'],0.26,0.68,1.05
['6'],"['30', '16']",0.16,0.31,1.07
['16'],"['6', '30']",0.16,0.32,1.04
"['6', '30']",['16'],0.16,0.53,1.04
"['6', '16']",['30'],0.16,0.59,1.05
"['30', '16']",['6'],0.16,0.57,1.07
['30'],"['14', '16']",0.22,0.39,1.03
['14'],"['30', '16']",0.22,0.31,1.06
['16'],"['14', '30']",0.22,0.43,1.02
"['14', '30']",['16'],0.22,0.52,1.02
"['30', '16']",['14'],0.22,0.76,1.06
"['14', '16']",['30'],0.22,0.58,1.03
['6'],"['14', '16']",0.21,0.4,1.04
['16'],"['6', '14']",0.21,0.41,1.05
"['6', '14']",['16'],0.21,0.54,1.05
"['6', '16']",['14'],0.21,0.75,1.05
"['14', '16']",['6'],0.21,0.55,1.04
"['34', '30']","['18', '16']",0.14,0.38,1.04
"['18', '30']","['34', '16']",0.14,0.35,1.07
"['30', '16']","['34', '18']",0.14,0.49,1.04
"['34', '18']","['30', '16']",0.14,0.3,1.04
"['34', '16']","['18', '30']",0.14,0.42,1.07
"['18', '16']","['34', '30']",0.14,0.38,1.04
"['34', '18', '30']",['16'],0.14,0.52,1.02
"['34', '30', '16']",['18'],0.14,0.73,1.04
"['18', '30', '16']",['34'],0.14,0.69,1.07
"['34', '18', '16']",['30'],0.14,0.57,1.02
"['6', '34']","['18', '16']",0.14,0.4,1.07
"['6', '18']","['34', '16']",0.14,0.37,1.1
"['6', '16']","['34', '18']",0.14,0.5,1.07
"['34', '16']","['6', '18']",0.14,0.42,1.1
"['18', '16']","['6', '34']",0.14,0.38,1.07
"['6', '34', '18']",['16'],0.14,0.53,1.04
"['6', '34', '16']",['18'],0.14,0.76,1.08
"['6', '18', '16']",['34'],0.14,0.68,1.07
"['34', '18', '16']",['6'],0.14,0.57,1.08
['34'],"['18', '14', '16']",0.19,0.3,1.08
['16'],"['34', '18', '14']",0.19,0.38,1.05
"['34', '18']","['14', '16']",0.19,0.42,1.1
"['34', '14']","['18', '16']",0.19,0.41,1.11
"['34', '16']","['18', '14']",0.19,0.59,1.11
"['18', '14']","['34', '16']",0.19,0.37,1.11
"['18', '16']","['34', '14']",0.19,0.53,1.11
"['14', '16']","['34', '18']",0.19,0.51,1.1
"['34', '18', '14']",['16'],0.19,0.54,1.05
"['34', '18', '16']",['14'],0.19,0.79,1.11
"['34', '14', '16']",['18'],0.19,0.76,1.08
"['18', '14', '16']",['34'],0.19,0.69,1.08
"['6', '30']","['18', '16']",0.12,0.39,1.05
"['6', '18']","['30', '16']",0.12,0.31,1.07
"['6', '16']","['18', '30']",0.12,0.43,1.08
"['30', '16']","['6', '18']",0.12,0.41,1.07
"['18', '16']","['6', '30']",0.12,0.32,1.05
"['6', '18', '30']",['16'],0.12,0.54,1.04
"['6', '30', '16']",['18'],0.12,0.73,1.03
"['6', '18', '16']",['30'],0.12,0.58,1.03
"['18', '30', '16']",['6'],0.12,0.58,1.1
['16'],"['18', '14', '30']",0.16,0.31,1.01
"['18', '30']","['14', '16']",0.16,0.4,1.06
"['14', '30']","['18', '16']",0.16,0.38,1.03
"['30', '16']","['18', '14']",0.16,0.55,1.05
"['18', '14']","['30', '16']",0.16,0.3,1.05
"['18', '16']","['14', '30']",0.16,0.43,1.03
"['14', '16']","['18', '30']",0.16,0.42,1.06
"['18', '14', '30']",['16'],0.16,0.52,1.01
"['18', '30', '16']",['14'],0.16,0.78,1.09
"['14', '30', '16']",['18'],0.16,0.73,1.03
"['18', '14', '16']",['30'],0.16,0.57,1.01
['16'],"['6', '18', '14']",0.16,0.31,1.06
"['6', '18']","['14', '16']",0.16,0.41,1.08
"['6', '14']","['18', '16']",0.16,0.41,1.1
"['6', '16']","['18', '14']",0.16,0.56,1.07
"['18', '16']","['6', '14']",0.16,0.43,1.1
"['14', '16']","['6', '18']",0.16,0.41,1.08
"['6', '18', '14']",['16'],0.16,0.54,1.06
"['6', '18', '16']",['14'],0.16,0.77,1.07
"['6', '14', '16']",['18'],0.16,0.75,1.07
"['18', '14', '16']",['6'],0.16,0.56,1.06
"['6', '30']","['34', '16']",0.11,0.35,1.06
"['6', '34']","['30', '16']",0.11,0.31,1.05
"['6', '16']","['34', '30']",0.11,0.39,1.05
"['30', '16']","['6', '34']",0.11,0.37,1.05
"['34', '16']","['6', '30']",0.11,0.32,1.06
"['6', '34', '30']",['16'],0.11,0.52,1.01
"['6', '30', '16']",['34'],0.11,0.66,1.03
"['6', '34', '16']",['30'],0.11,0.59,1.04
"['34', '30', '16']",['6'],0.11,0.56,1.06
"['34', '30']","['14', '16']",0.15,0.41,1.07
"['14', '30']","['34', '16']",0.15,0.36,1.07
"['30', '16']","['34', '14']",0.15,0.52,1.09
"['34', '14']","['30', '16']",0.15,0.32,1.09
"['34', '16']","['14', '30']",0.15,0.45,1.07
"['14', '16']","['34', '30']",0.15,0.4,1.07
"['34', '14', '30']",['16'],0.15,0.53,1.04
"['34', '30', '16']",['14'],0.15,0.78,1.09
"['14', '30', '16']",['34'],0.15,0.68,1.06
"['34', '14', '16']",['30'],0.15,0.59,1.04
"['6', '34']","['14', '16']",0.14,0.4,1.06
"['6', '14']","['34', '16']",0.14,0.37,1.1
"['6', '16']","['34', '14']",0.14,0.51,1.08
"['34', '16']","['6', '14']",0.14,0.43,1.1
"['14', '16']","['6', '34']",0.14,0.37,1.06
"['6', '34', '14']",['16'],0.14,0.54,1.04
"['6', '34', '16']",['14'],0.14,0.77,1.08
"['6', '14', '16']",['34'],0.14,0.68,1.06
"['34', '14', '16']",['6'],0.14,0.55,1.05
"['6', '30']","['14', '16']",0.12,0.41,1.07
"['6', '14']","['30', '16']",0.12,0.32,1.11
"['6', '16']","['14', '30']",0.12,0.45,1.06
"['30', '16']","['6', '14']",0.12,0.43,1.11
"['14', '16']","['6', '30']",0.12,0.33,1.07
"['6', '14', '30']",['16'],0.12,0.53,1.04
"['6', '30', '16']",['14'],0.12,0.76,1.06
"['6', '14', '16']",['30'],0.12,0.6,1.06
"['14', '30', '16']",['6'],0.12,0.57,1.07
"['18', '16']","['34', '14', '30']",0.11,0.31,1.09
"['34', '30']","['18', '14', '16']",0.11,0.31,1.1
"['34', '16']","['18', '14', '30']",0.11,0.34,1.1
"['30', '16']","['34', '18', '14']",0.11,0.39,1.08
"['34', '18', '30']","['14', '16']",0.11,0.42,1.1
"['34', '18', '14']","['30', '16']",0.11,0.31,1.08
"['34', '18', '16']","['14', '30']",0.11,0.46,1.09
"['18', '14', '30']","['34', '16']",0.11,0.37,1.1
"['18', '30', '16']","['34', '14']",0.11,0.55,1.16
"['18', '14', '16']","['34', '30']",0.11,0.4,1.1
"['34', '14', '30']","['18', '16']",0.11,0.4,1.09
"['34', '30', '16']","['18', '14']",0.11,0.59,1.12
"['34', '14', '16']","['18', '30']",0.11,0.44,1.11
"['14', '30', '16']","['34', '18']",0.11,0.51,1.1
"['34', '18', '14', '30']",['16'],0.11,0.52,1.02
"['34', '18', '30', '16']",['14'],0.11,0.8,1.12
"['34', '18', '14', '16']",['30'],0.11,0.58,1.03
"['18', '14', '30', '16']",['34'],0.11,0.71,1.1
"['34', '14', '30', '16']",['18'],0.11,0.75,1.07
"['6', '34']","['18', '14', '16']",0.11,0.31,1.11
"['34', '16']","['6', '18', '14']",0.11,0.33,1.14
"['6', '16']","['34', '18', '14']",0.11,0.39,1.09
"['6', '34', '18']","['14', '16']",0.11,0.42,1.1
"['34', '18', '14']","['6', '16']",0.11,0.3,1.09
"['34', '18', '16']","['6', '14']",0.11,0.45,1.15
"['6', '18', '14']","['34', '16']",0.11,0.38,1.14
"['6', '18', '16']","['34', '14']",0.11,0.54,1.13
"['18', '14', '16']","['6', '34']",0.11,0.39,1.11
"['6', '34', '14']","['18', '16']",0.11,0.41,1.12
"['6', '34', '16']","['18', '14']",0.11,0.6,1.13
"['34', '14', '16']","['6', '18']",0.11,0.43,1.12
"['6', '14', '16']","['34', '18']",0.11,0.53,1.13
"['6', '34', '18', '14']",['16'],0.11,0.54,1.06
